phrase,n
UNITED NATIONS FOOD AND AGRICULTURE ORGANIZATION ,1
UNITED NATIONS FRAMEWORK,1
UNITED NATIONS FRAMEWORK CONVENTION ON CLIMATE CHANGE,1
UNITED NATIONS FRAMEWORK CONVENTION ON CLIMATE CHANGE PRIVILEGES AND IMMUNITIES ORDER ,1
UNITED NATIONS GENERAL ASSEMBLY,1
UNITED NATIONS HEADQUARTERS ,1
UNITED NATIONS INTEGRATED MISSION IN TIMOR,1
UNITED NATIONS INTERNATIONAL CRIMINAL TRIBUNAL FOR THE,1
UNITED NATIONS LIBERIA REGULATIONS AND THE REGULATIONS IMPLEMENTING THE UNITED NATIONS RESOLUTION ON LEBANON ,1
UNITED NATIONS LIBYA REGULATIONS,1
UNITED NATIONS MEDAL,1
UNITED NATIONS MISSION ,1
UNITED NATIONS MISSION IN SUDAN ,1
UNITED NATIONS MISSION IN THE REPUBLIC OF SOUTH SUDAN MEDAL ,1
UNITED NATIONS MULTINATIONAL MILITARY,1
UNITED NATIONS OFFICE ON DRUGS AND CRIME ,1
UNITED NATIONS OPERATION IN CÔTE ,1
UNITED NATIONS OPERATION IN SOMALIA,1
UNITED NATIONS PROTECTION FORCE,1
UNITED NATIONS REPUBLIC OF BOSNIA AND HERZEGOVINA,1
UNITED NATIONS REPUBLIC OF BOSNIA AND HERZEGOVINA REGULATIONS ,1
UNITED NATIONS RESOLUTION ON SOUTH SUDAN ,1
UNITED NATIONS RESOLUTION ON YEMEN ,1
UNITED NATIONS RWANDA REGULATIONS ,1
UNITED NATIONS STABILIZATION MISSION IN HAITI MEDAL ,1
UNITED NATIONS TRANSITIONAL AUTHORITY IN,1
UNITED NATIONS UNIVERSITY,1
UNITED PROPERTIES LIMITED,1
UNITED STATES AGREEMENT,1
UNITED STATES AGREEMENT ,1
UNITED STATES AGREEMENT ON SOCIAL SECURITY,1
UNITED STATES AGREEMENT ON THE,1
UNITED STATES AIR MARSHALS EXEMPTION ORDER,1
UNITED STATES AND MEXICO,1
UNITED STATES BARLEY AND BARLEY PRODUCTS REMISSION ORDER ,1
UNITED STATES GOVERNMENT PROJECTS REMISSION,1
UNITED STATES GOVERNMENT PROJECTS REMISSION ORDER ,1
UNITED STATES GYPSUM COMPANY,1
UNITED STATES GYPSUM COMPANY ,1
UNITED STATES LAW ENFORCEMENT OFFICERS,1
UNITED STATES NAVY SUBMARINES ,1
UNITED STATES OF AMERICA AIR MARSHALS EXEMPTION ORDER ,1
UNITED STATES OF AMERICA CONCERNING PACIFIC SALMON,1
UNITED STATES OF AMERICA FOR THE SHARING OF VISA AND IMMIGRATION INFORMATION,1
UNITED STATES OF AMERICA ON TAXATION,1
UNITED STATES OF AMERICA ON THE SHARING OF FORFEITED,1
UNITED STATES PRECLEARANCE OFFICERS ,1
UNITED STATES TARIFF OR MEXICO TARIFF,1
UNITED STATES TAX CONVENTION,1
UNITED STATES WATERS FISHERIES REGULATIONS ,1
UNITES STATES ,1
UNITES STATES OF AMERICA ,1
UNIVERSAL POSTAL CONGRESS,1
UNIVERSAL POSTAL CONVENTION,1
UNIVERSAL POSTAL UNION,1
UNIVERSITIES OUTSIDE CANADA,1
UNIVERSITY OF MANITOBA GRAIN STORAGE RESEARCH FACILITY,1
UNIVERSITY OF MONCTON,1
UNIVERSITY OF OTTAWA,1
UNIVERSITY OF WESTERN ONTARIO ,1
UNMEE,1
UNMIH,1
UNMIS,1
UNMIT,1
UNOCI,1
UNOMOZ,1
UNOMUR,1
UNOSOM,1
UNSC,1
UNSC ,1
UNSEEDED ACREAGE BENEFIT COMPANION PROGRAM,1
UNTAET,1
UNTAG,1
UNTAG ,1
UNTIL MARCH ,1
UNTIL WHICH ,1
UP AND RESTRUCTURING ACT,1
UPDATE,1
UPDATE INC,1
UPDATE OF STANDARDS,1
UPPER,1
UPPER SIMILKAMEEN,1
UPPER SIMILKAMEEN BAND OF INDIANS,1
UPPER SIMILKAMEEN INDIAN BAND ,1
UPPER SUMAS INDIAN RESERVE,1
UPPER WASHABUCK,1
UPTON ET,1
URANIUM INFORMATION SECURITY REGULATIONS,1
URANIUM MINES AND MILLS REGULATIONS ,1
URBAN ECONOMIC DEVELOPMENT ,1
URBAN TRANSPORATION SHOWCASE PROGRAM,1
URBAN TRANSPORTATION SHOWCASE PROGRAM,1
URIE,1
URIEL ROSENTHAL ,1
URMA ELLIS,1
URUGUAY ,1
USAID,1
USE AND DEVELOPMENT BY,1
USE OF DRUGS AND BANNED,1
USE OF PATENTED PRODUCTS FOR INTERNATIONAL HUMANITARIAN PURPOSES REGULATIONS ,1
USE OF TOBACCO,1
USE ON THE SPACE SHUTTLE,1
USED RAILWAY PASSENGER CAR REMISSION ORDER,1
USED RAILWAY PASSENGER CAR REMISSION ORDER ,1
USHIO TSUDA ,1
USINE ,1
USSR ,1
UST CORP,1
UTE DAVIS,1
UTENAM BAND ,1
UTIKOOMAK LAKE ,1
UTIKOOMAK LAKE IINDIAN RESERVE NO,1
UTIKOOMAK LAKE INDIAN RESERVE ,1
UTILICORP UNITED INC,1
UTILITIES CORPORATION ,1
UTTERSON ,1
UZ FIRST NATION ,1
UZBEKISTAN ,1
VAC INCORPORATED REMISSION ORDER ,1
VACCINE FOR  PNEUMOCOCCAL DISEASE,1
VAILLANCOURT,1
VAILLANCOURT ,1
VAL KONONOFF,1
VALENCIA ,1
VALENTINA CHOW ,1
VALENTINE ,1
VALENTINO LEANDRO ZANIN ,1
VALEREEN ELLEN JOHNSON ,1
VALERIANO,1
VALERIE ANNE BEATTIE ,1
VALERIE CAROL BYRNE ,1
VALÉRIE PERRAULT,1
VALÉRIE RAYMOND ,1
VALERIE ROY,1
VALÉRIEN,1
VALERO ENERGY INC,1
VALGRO LTD,1
VALIA IORDANOVA ,1
VALIQUETTE,1
VALLEE,1
VALLERAND                 ,1
VALLEY ,1
VALLEY GOSPEL MISSION ,1
VALLEY GRAIN POOL INC,1
VALLEY RIVER,1
VALLEYFIELD ,1
VALLEYFIELD IN QUEBEC TO CHANGE ITS NAME ,1
VALLEYFIELD IN QUEBEC TO CHANGE THE BOUNDARIES OF ITS DISTRICT ,1
VALLEYVIEW ,1
VALMON THIBODEAU,1
VALMORE ERIC TRAVERSY ,1
VAN BUREN BRIDGE,1
VAN DONGEN,1
VAN MAREN CONSTRUCTION ,1
VAN MELLE ,1
VANADIUM PENTOXIDE,1
VANCE FIDLER ,1
VANCOUVER EAST,1
VANCOUVER HARBOUR,1
VANCOUVER HARBOUR BOUNDARIES ALTERATION ORDER,1
VANCOUVER ORGANIZING COMMITTEE FOR THE ,1
VANCOUVER PORT,1
VANCOUVER PORT CORPORATION NAVIGATION RESTRICTION BY,1
VANCOUVER QUADRA,1
VANCOUVER QUADRA ,1
VANDENBERG ,1
VANDER KRACHT,1
VANDER KRACHT ,1
VANDERHOOF,1
VANDERHOOF AIRPORT ,1
VANDERWEY ,1
VANESSA CECELIA GRANT ,1
VANEXAN ,1
VANGELIS NIKIAS,1
VANI,1
VANIER,1
VANKLEEK HILL CHAMBER OF COMMERCE,1
VANOC,1
VANOC ,1
VANTAGE PIPELINE ,1
VANTAGE PIPELINE CANADA ULC,1
VANUATU ,1
VARDEN,1
VARENNES ,1
VARIETY IDENTIFICATION PROJECT ,1
VARIOUS GRADES ,1
VARITY CORPORATION,1
VARNOCK,1
VARPIO ,1
VATAMANIUCK,1
VATICAN ,1
VAUGEOIS,1
VAUGHAN,1
VAUGHAN ,1
VAUGHN ,1
VAUGHN HERMAN MYERS,1
VAUGHN SOLOMON SCHOFIELD ,1
VAZQUEZ,1
VDR,1
VEAL ,1
VEALE,1
VEALE ,1
VECTOR ENERGY INC,1
VEDA RANGAN ,1
VEGREVILLE,1
VEIGH,1
VEIT ,1
VELDHUIS,1
VELDHUIS ,1
VELVEL,1
VELVEL RECORDS ,1
VENANCIO ,1
VENANCIO MARASIGAN LANDICHO ,1
VENNE ,1
VENNER ,1
VENTURE CAPITAL,1
VENTURE CAPITAL EXPERT PANEL ,1
VENTURES,1
VERA HENDERSON ,1
VERA MARY CURTIS ,1
VERA NADYA RADYO ,1
VERA PAWIS TABOBONDUNG ,1
VERBEEM,1
VERDON MERCER ,1
VERDUN,1
VERENA CATTANACH,1
VERENIGING AEGON,1
VERHEUL ,1
VERHOEVEN,1
VERLYN FLORETTA FRANCIS ,1
VERMILION BAY AREA CHAMBER OF,1
VERMONT GAS SYSTEMS,1
VERN SIMONSEN,1
VERNA BRUCE ,1
VERNA COLOMB,1
VERNA MAY LOWES ,1
VERNON CHAMBER OF COMMERCE ,1
VERNON RICHARD,1
VERNOR ,1
VERONA EDELSTEIN ,1
VERONICA HOLLINGWORTH,1
VERONICA STRONG,1
VÉRONIQUE,1
VÉRONIQUE LAMONTAGNE ,1
VÉRONIQUE LAROCHELLE,1
VÉRONIQUE MARLEAU,1
VÉRONIQUE MARLEAU ,1
VERSATILE PACIFIC SHIPYARDS INC,1
VERTE,1
VERVILLE,1
VESSEL AND OFF,1
VESSEL CERTIFICATES REGULATIONS ,1
VESSEL CLEARANCE REGULATIONS ,1
VESSEL DETENTION ORDERS REVIEW REGULATIONS ,1
VESSEL DUTIES REDUCTION OR REMOVAL ORDER ,1
VESSEL DUTIES REDUCTION OR REMOVAL REGULATIONS ,1
VESSEL POLLUTION AND DANGEROUS CHEMICALS REGULATIONS ,1
VESSEL REGISTRATION AND TONNAGE REGULATIONS ,1
VESSEL TRAFFIC SERVICES ZONES REGULATIONS ,1
VESSELS AND OTHER OFFENCES ,1
VESSELS IN INTERNATIONAL TRANSPORTATION DUTY REMOVAL REGULATIONS ,1
VETCRAFT SHOPS,1
VETCRAFT SHOPS ,1
VETERAN,1
VETERANS APPEAL BOARD,1
VETERANS CARE REGULATIONS ,1
VETERANS HEALTH CARE REGULATIONS AND THE CANADIAN FORCES MEMBERS AND VETERANS RE,1
VETERANS HEALTH CARE REGULATIONS AND THE VETERANS BURIAL REGULATIONS,1
VETERANS HIRING ACT,1
VETERANS IN BRITISH COLUMBIA,1
VETERANS INDEPENDENCE,1
VETERANS REVIEW AND APPEAL,1
VETERANS REVIEW AND APPEAL BOARD,1
VETERANS TREATMENT REGULATIONS,1
VETERINARY DRUG EVALUATION FEES REGULATIONS ,1
VÉZINA,1
VÉZINA ,1
VF IMAGEWARE,1
VFA,1
VHS ,1
VI  AND VII ,1
VI AND,1
VI AND VII ,1
VI AND VIII OF THE PROTOCOL TO THE ,1
VIA RAIL CANADA,1
VIA RAIL STATION,1
VIA ROUTE INC,1
VIACOM INC,1
VIAD CORP,1
VIBERT ,1
VICENTE VELHAGEN ASUNCION,1
VICENTE VELHAGEN ASUNCION JR,1
VICKERS ,1
VICKIE MILLER ,1
VICTIMS BILL OF RIGHTS ACT,1
VICTOR BRUNETTE ,1
VICTOR BUFFALO ,1
VICTOR CURTIS,1
VICTOR DE BEAUCE ,1
VICTOR GILLMAN ,1
VICTOR JOSEPH PARK,1
VICTOR LING,1
VICTOR LING ,1
VICTOR MICHEAL BIDZINSKI ,1
VICTOR MITROW ,1
VICTOR MOWBRAY ,1
VICTOR POST,1
VICTOR RUSSELL CARRIGAN ,1
VICTORIA,1
VICTORIA AND GREY MORTGAGE CORPORATION ,1
VICTORIA BRIDGE ,1
VICTORIA CHASE ,1
VICTORIA GRAY,1
VICTORIA ISLAND,1
VICTORIA JOHNSTON,1
VICTORIA JOHNSTON ,1
VICTORIA JUBILEE BRIDGE,1
VICTORIA LEACH,1
VICTORIA SQUARE MEMORIAL PARK ,1
VICTORIA STUART ,1
VICTORIAVILLE,1
VIDEO GAMES SERVICE ,1
VIDEO VIEW LTD,1
VIDÉOTRON LIMITÉE,1
VIE INC,1
VIENNA ,1
VIENNA CONVENTION,1
VIET NAM ,1
VIETNAM ,1
VIEW,1
VIEW ,1
VIEW TELEVISION,1
VII AND VIII,1
VIJAY ,1
VIKING CABLE TV LIMITED ,1
VIKING RIDEAU CORPORATION,1
VIKKI ANNE MITCHELL ,1
VILLAGE,1
VILLAGE OF,1
VILLAGE OF LEOVILLE,1
VILLAGE OF LOURDES,1
VILLAGE OF STE,1
VILLE DE CHÂTEAUGUAY INC,1
VILLE DE SOREL,1
VILLENEUVE              ,1
VILLIERS,1
VIM KOCHHAR,1
VIM KOCHHAR ,1
VIN,1
VINA ,1
VINCE CRATE ,1
VINCE WAGNER,1
VINCENT AND THE GRENADINES,1
VINCENT AND THE GRENADINES FOR THE EXCHANGE OF INFORMATION ON TAX MATTERS,1
VINCENT ARIMARE,1
VINCENT BERNARD ,1
VINCENT JOSEPH ,1
VINCENT JOURDAIN,1
VINCENT PAUL DANCHO,1
VINCENT ROBERT BOUTILIER,1
VINCENTS,1
VINCENZO ,1
VINCLOZOLIN,1
VINYL CHLORIDE RELEASE REGULATIONS,1
VINYL CHLORIDE RELEASE REGULATIONS ,1
VIOLA ROBINSON,1
VIOLET MEIKLE,1
VIPIN KUMAR BERY ,1
VIRGIL ,1
VIRGIN,1
VIRGIN MEGASTORES,1
VIRGIN MOBILE CANADA ,1
VIRGINIA,1
VIRGINIA BARTLEY,1
VIRGINIA ESTEY,1
VIRGINIA GREENE ,1
VIRGINIA MAUREEN BENTON,1
VIRGINIA MILLER,1
VIRGINIA STIKEMAN,1
VIRGINIE SAINT,1
VIRMANI,1
VIRTUAL MUSIC STORES LIMITED ,1
VISA EXEMPTION FOR CROATIA,1
VISA EXEMPTION REQUIREMENTS FOR LITHUANIA AND POLAND,1
VISA REQUIREMENTS FOR CANADIAN AND FINNISH CITIZENS,1
VISITOR CENTRE AND RESORT SUBDIVISION DESIGNATION,1
VISITOR VISA FEE ,1
VISSER,1
VISUAL RELATIONS,1
VITAL CLICHE,1
VITO ,1
VITO ANTHONY SGRO ,1
VITREOUS TYPE ,1
VIVIAN ALBO ,1
VIVIAN BERCOVICI,1
VIVIAN BERCOVICI ,1
VIVIAN CYRIACOPOULOS,1
VIVIAN SHAPIRO,1
VIVIENNE POY,1
VLADISLAV TUMIR ,1
VNB ,1
VNB FINANCIAL SERVICES INC,1
VOA,1
VODREY ,1
VOICE OVER INTERNET PROTOCOL ,1
VOISEY,1
VOITH,1
VOLTIGEURS ARMOURY IN QUEBEC CITY ,1
VOLUNTARY LEAVE WITHOUT PAY PROGRAM ORDER ,1
VON FINCKENSTEIN,1
VOR ,1
VOYAGE DATA RECORDER REGULATIONS,1
VPC ,1
VT ,1
VTS ,1
VULIMIRI RAMALINGASWAMI,1
VUNTUT GWICH,1
VUNTUT GWITCHIN,1
VUNTUT GWITCHIN FIRST NATION FINAL,1
VUP ,1
VVE,1
VYE,1
VYE                  ,1
VYE                      ,1
WABAMUN INDIAN RESERVE ,1
WABASCA INDIAN RESERVE ,1
WABASCA INDIAN RESERVE NO,1
WABASCA INDIAN RESERVES NOS,1
WABASEEMOONG,1
WABASEEMOONG INDEPENDANT NATIONS BAND ,1
WABASEEMOONG INDEPENDENT NATIONS BAND,1
WABUSH IRON,1
WACHOWICH ,1
WADDEN ,1
WADDY HENRI SOWMA ,1
WADE ,1
WADE DOUGLAS BLAKE,1
WAGMATCOOK BAND,1
WAHPETON,1
WAHTA MOHAWKS ,1
WAILAN LOW,1
WAINFLEET CHAMBER OF COMMERCE,1
WAINMAN,1
WAITE,1
WAIVING THE RESERVATION TO THE CROWN ,1
WAKEFIELD,1
WALDEMAR ,1
WALDEN,1
WALER PASZKOWSKI ,1
WALES ,1
WALLENSTEEN ,1
WALLER ,1
WALLY,1
WALMSLEY ,1
WALTER ALEXANDER KUBANEK ,1
WALTER BROWN,1
WALTER GONCALVES TAVEIRA,1
WALTER JOHN NATYNCZYK ,1
WALTER NATYNCZYK ,1
WALTER TAVEIRA ,1
WALTER TIELMAN ,1
WALTERS ,1
WANDA CHARLES ,1
WANDA ELISABETH YOUNG ,1
WANHELLA,1
WAPEKEKA BAND,1
WAPUSK NATIONAL PARK,1
WAPUSK NATIONAL PARK OF CANADA PARK USE REGULATIONS,1
WAR GRAVES ,1
WAR LAKE FIRST NATION BAND,1
WAR SERVICE GRANTS REGULATIONS ,1
WARD ALLEN,1
WARD DONALD CLAPHAM ,1
WARD ELCOCK ,1
WARD MALLETTE,1
WARD MALLETTE ,1
WARD PITFIELD ELCOCK ,1
WARKENTIN,1
WARKENTIN ,1
WARMBOLD,1
WARNER,1
WARNER ,1
WARNER                 ,1
WARNICA,1
WARR ,1
WARRACK ,1
WARREN   ,1
WARREN         ,1
WARREN EDWARD ,1
WARREN ELLIS ,1
WARREN RICHARD WHEELER ,1
WARREN WILKINSON,1
WARRENT,1
WARSABA ,1
WARSAW CONVENTION,1
WASAGAMACK BAND ,1
WASAGAMACK FIRST NATION BAND,1
WASAGAMACK INDIAN RESERVE,1
WASAUKSING FIRST NATION BAND ,1
WASKAGANISH BAND ,1
WASS         ,1
WASTEWATER SYSTEMS EFFLUENT REGULATIONS ,1
WAT NATION ,1
WATCHUK ,1
WATER,1
WATER QUALITY ,1
WATER REGULATIONS,1
WATER SUPPLY AND FLOOD CONTROL ,1
WATERFRONT DEVELOPMENT CORPORATION LIMITED,1
WATERLOO,1
WATERLOO BOARD OF TRADE,1
WATERLOO CHAMBER OF,1
WATERS OF LAKE PIGNAC AND LAKE ,1
WATERS OF THE MINK ARM PORTION OF SOUTH MCMAHON LAKE,1
WATERTON LAKES,1
WATSON            ,1
WATSON                  ,1
WATSON                        ,1
WATSON LLOYD RING ,1
WATSON RIVER ,1
WATT,1
WATT             ,1
WAUTUTH NATION ,1
WAWAKAPEWIN BAND,1
WAWRYK,1
WAWRYK            ,1
WAY ,1
WAY AGREEMENT ,1
WAYCOBAH FIRST NATION,1
WAYNE ADAMS,1
WAYNE BRUCE KLASSEN,1
WAYNE BRUCE KLASSEN ,1
WAYNE BRUCE KLASSEN AND ALFRED,1
WAYNE CLARKSON ,1
WAYNE CLIFTON ,1
WAYNE EASTER,1
WAYNE ERIC RIDEOUT,1
WAYNE FERNAND ,1
WAYNE GERARD GALLANT,1
WAYNE JENKINS ,1
WAYNE KEQUAHTOOWAY ,1
WAYNE MAY,1
WAYNE PAUL,1
WAYNE ROBSON ,1
WAYNE SMITH ,1
WAYNE THISTLE ,1
WAYNE VIBERT,1
WAYWAYSEECAPPO FIRST NATION,1
WAYWAYSEECAPPO FIRST NATION TREATY,1
WCC LNG ,1
WEAPONS,1
WEAPONS BY BUSINESSES REGULATIONS ,1
WEAPONS PRIVILEGES AND IMMUNITIES IN CANADA ORDER ,1
WEB SITE ,1
WEBBER,1
WEBBER ,1
WEBEQUIE BAND,1
WEBSTER,1
WEBSTER MACDONALD,1
WËCH,1
WEDGWOOD,1
WEEDON,1
WEEJAY LATERAL,1
WEEK,1
WEEKES,1
WEIGHTS AND MEASURES ACT,1
WEIGHTS AND MEASURES FEES REGULATIONS,1
WEIGHTS AND MEASURES REGULATIONS  ,1
WEIGUM,1
WEIL,1
WEILER,1
WEIR,1
WEIR ,1
WEIR MUIR,1
WEISS,1
WELCH ,1
WELCH AND COMPANY ,1
WELDON,1
WELFARE PROGRAMS FOR,1
WELKE ,1
WELLAND ,1
WELLAR,1
WELSH,1
WELSH ,1
WELSH AND COMPANY ,1
WEMINDJI BAND ,1
WENDA LYTHGOE ,1
WENDAT ,1
WENDELL,1
WENDELL KEVIN REIMER,1
WENDELL SANFORD ,1
WENDELL SINCLAIR ,1
WENDI ,1
WENDY DIANE JACKSON ,1
WENDY DIANE JOHN,1
WENDY DIANE ONDRACK,1
WENDY DREVER ,1
WENDY DRUKIER ,1
WENDY ELIZABETH ,1
WENDY GRANT,1
WENDY HARDOUIN DE OSUNA ,1
WENDY MATHESON ,1
WENDY SUTTON ,1
WENDY WADDEN,1
WENDY WATSON,1
WENDY WHITECLOUD ,1
WENLY ,1
WENMAN,1
WENSLER ,1
WENTWORTH NORD,1
WERRY ,1
WESLEY ,1
WESLEY ARDO DALE BECKER,1
WESLEY CLINTON SHIELDS ,1
WESLEY CLOVER FOUNDATION ,1
WESLEY KOOL ,1
WEST ASIA SERVICE MEDAL,1
WEST BAY,1
WEST DALHOUSIE,1
WEST GREY CHAMBER OF COMMERCE,1
WEST HEAD,1
WEST INDIES,1
WEST KOOTENAY POWER LTD,1
WEST LAND CORPORATION ,1
WEST SHORE CHAMBER,1
WESTAR PETROLEUM LTD,1
WESTBANK AND DISTRICT CHAMBER OF COMMERCE,1
WESTBANK BAND,1
WESTBANK BAND OF INDIANS ,1
WESTBANK FIRST,1
WESTBANK FIRST NATION,1
WESTBANK FIRST NATION LAND REGISTRY REGULATIONS ,1
WESTCOAST,1
WESTCOAST ENERGY,1
WESTCOAST ENERGY INCORPORATED ,1
WESTCOAST ENERGY MARKETING LTD,1
WESTCOAST PETROLEUM LTD,1
WESTERM SAHARA ,1
WESTERN,1
WESTERN AND CENTRAL PACIFIC OCEAN,1
WESTERN ARCTIC,1
WESTERN CANADA,1
WESTERN COMBINE CORPORATION,1
WESTERN ECONOMIC DIVERSIFICATION ,1
WESTERN GAS MARKETING,1
WESTERN GRAIN STABILIZATION ACCOUNT,1
WESTERN GRAIN STABILIZATION ADMINISTRATION ,1
WESTERN GRAIN TRANSITION PAYMENTS REGULATIONS,1
WESTERN INDIAN LENDING,1
WESTERN INTERSTATE,1
WESTERN KINGS BOARD OF TRADE,1
WESTERN MILK POOLING ,1
WESTERN RAILWAY COMPANY ,1
WESTERN SHORE,1
WESTINGHOUSE CBS HOLDING COMPANY,1
WESTINGHOUSE GENERATORS REMISSION ORDER,1
WESTLAKE,1
WESTMINSTER BANK OF CANADA,1
WESTON,1
WESTON ROSE,1
WESTPUR,1
WESTSLOPE CUTTHROAT TROUT ,1
WETASKIWIN ,1
WETASKIWIN CHAMBER OF COMMERCE,1
WETSTON,1
WEVER,1
WEYBURN AIRPORT ZONING REGULATIONS ,1
WHALE ,1
WHALE COVE,1
WHALE COVE AIRPORT ZONING REGULATONS ,1
WHALEN       ,1
WHAPMAGOOSTUI BAND ,1
WHARF REMISSION ORDER ,1
WHARTON,1
WHEALY,1
WHEAT BOARD ,1
WHEAT PRODUCERS,1
WHEELED,1
WHEELED VEHICLES,1
WHELER,1
WHETUNG ,1
WHILLANS,1
WHINNEY,1
WHINNEY ,1
WHISKEYJACK INDIAN RESERVE,1
WHISPERING PINES,1
WHISTLER OLYMPICS,1
WHISTONE,1
WHITAKER ,1
WHITE BEAR BAND ,1
WHITE BEAR INDIAN RESERVE NO,1
WHITE CAP INDIAN RESERVE NO,1
WHITE PASS ,1
WHITE RIVER,1
WHITE ROCK AND SOUTH SURREY CHAMBER OF COMMERCE ,1
WHITE STURGEON,1
WHITECAP,1
WHITECAP INDIAN RESERVE NO,1
WHITECOURT AND DISTRICT,1
WHITEFISH LAKE,1
WHITEFISH LAKE FIRST NATION ,1
WHITEFISH LAKE INDIAN RESERVE NO,1
WHITEFISH POINT,1
WHITEFISH RIVER,1
WHITEFISH RIVER BAND OF INDIANS ,1
WHITES POINT QUARRY ,1
WHITESAND INDIAN RESERVE,1
WHITFIELD ANDERSON KNIGHT ,1
WHITING,1
WHITING EQUIPMENT,1
WHITMORE,1
WHITNEY CANADA INC,1
WHITTICK,1
WHITTON ,1
WHITTON AND CO,1
WHO MAY ENTER ,1
WHOLE FARM INSURANCE PILOT PROGRAM COMPANION AGREEMENT ,1
WHYEEK INDIAN RESERVE ,1
WIARTON AIRPORT ZONING REGULATIONS ,1
WIDDIFIELD,1
WIDE ENVIRONMENTAL INSPECTIONS AND,1
WIDE NATIONAL AIR POLLUTION SURVEILLANCE PROGRAM,1
WIDE STANDARD FOR,1
WIDE STANDARD FOR BENZENE,1
WIDE STANDARD FOR DENTAL,1
WIDE STANDARDS FOR,1
WIDE STANDARDS FOR DIOXINS,1
WIDEBAND GLOBAL SATELLITE COMMUNICATIONS,1
WIDOW AND CHILDREN ANNUITIES,1
WIKWEMIKONG BAND,1
WIKWEMIKONG BAND ,1
WILBAND ,1
WILBERT WILSON ,1
WILBUR,1
WILCOTT,1
WILCOX ,1
WILD,1
WILD BLUEBERRIES,1
WILD BLUEBERRIES ,1
WILDLIFE AREA,1
WILDLIFE CROP DAMAGE COMPENSATION COMPANION,1
WILDLIFE DAMAGE COMPENSATION COMPANION AGREEMENT ,1
WILDLIFE OFFICERS,1
WILDLIFE OFFICERS ,1
WILDLIFE RESEARCH,1
WILDMAN,1
WILFARD ADAM,1
WILFRED,1
WILFRED CHARLES JEPHSON ,1
WILFRED NARCISO ,1
WILFRED ROBERT ,1
WILFRID,1
WILFRID LICARI ,1
WILFRID MICHAEL BROOKE ,1
WILFRID PIERRE GAGNÉ ,1
WILIAM GORDON EDWARD GRIST,1
WILKIE AND DISTRICT BOARD OF TRADE ,1
WILKINS,1
WILKINSON ,1
WILKINSON  ,1
WILL ,1
WILLACLOUGH INDIAN RESERVE NO ,1
WILLARD THORNE ,1
WILLETT ,1
WILLIAM,1
WILLIAM ALBERT GREENWAY,1
WILLIAM ALEXANDER BISHOP ,1
WILLIAM ALEXANDER MALCOLM,1
WILLIAM ALEXANDER MALCOLM ,1
WILLIAM ALEXANDER STEVENSON,1
WILLIAM ALEXANDER STEVENSON ,1
WILLIAM ALLAN SMITH,1
WILLIAM ALVIN GRAHAM ,1
WILLIAM ANDREW DINGWALL,1
WILLIAM ARCHIBALD MAEDEL,1
WILLIAM ARTHUR ,1
WILLIAM ARTHUR RESTALL ,1
WILLIAM BAND OF INDIANS,1
WILLIAM BARKLEY,1
WILLIAM BARRY URQUART,1
WILLIAM BELLIVEAU ,1
WILLIAM BRENT,1
WILLIAM BROOKS ,1
WILLIAM BRUCE ADAMS,1
WILLIAM CARLOUS WESCHE,1
WILLIAM CHARLES FORDY,1
WILLIAM CHARLES MALONE,1
WILLIAM CLARK GREENWOOD ,1
WILLIAM CLARKE ,1
WILLIAM CORBETT ,1
WILLIAM CRAWFORD ,1
WILLIAM CROSBIE ,1
WILLIAM DANDIE,1
WILLIAM DANIEL CUMMINGS DAVERNE ,1
WILLIAM DAVID AUST ,1
WILLIAM DAVID THOMPSON ,1
WILLIAM DONALD MACLEAN,1
WILLIAM DONALD REID ,1
WILLIAM EARL EVERITT,1
WILLIAM EDGAR CHARLES COLTER,1
WILLIAM ELLIOTT ,1
WILLIAM ERNEST WILSON,1
WILLIAM EVAN ,1
WILLIAM EVAN MCKINNEY ,1
WILLIAM FRAIBERG,1
WILLIAM FRANCIS YOUNG,1
WILLIAM FRANK ELIAS DOW,1
WILLIAM FRANK ELIAS DOW ,1
WILLIAM FRASER ,1
WILLIAM FREDERICK KERR TUFNELL ,1
WILLIAM GEORGE AVERY MCMURRAY ,1
WILLIAM GEORGE DEEKS,1
WILLIAM GEORGE JAMIESON,1
WILLIAM GEORGE JAMIESON ,1
WILLIAM GEORGE LEONHARDT ,1
WILLIAM GEORGE VAN WYCK,1
WILLIAM GILBERT ADAMS,1
WILLIAM GLEN,1
WILLIAM GOMBOS ,1
WILLIAM GRANT HINCHEY,1
WILLIAM HARTZOG,1
WILLIAM HERBERT BIRD ,1
WILLIAM HOWARD MANDERSON ,1
WILLIAM JACKSON,1
WILLIAM JACKSON ,1
WILLIAM JAMES ,1
WILLIAM JAMES BOYES,1
WILLIAM JAMES CLAIR,1
WILLIAM JAMES EMMERTON ,1
WILLIAM JAMES NESBITT ,1
WILLIAM JAMES YEOTES ,1
WILLIAM JEAN,1
WILLIAM JEFFREY HONEY ,1
WILLIAM JEROME PARSONS,1
WILLIAM JOHN KLASSEN,1
WILLIAM JOHN KLASSEN ,1
WILLIAM JOHN MOSES,1
WILLIAM JOHN MOSES ,1
WILLIAM JOHN PATRICK,1
WILLIAM JOHN RAFTER,1
WILLIAM JOHN WARBURTON ,1
WILLIAM JOHN WHYTE ,1
WILLIAM JOHNSTON ,1
